Word,NER
Day,I-MISC
William,B-PER
O Neill,I-PER
Merrill,B-ORG
Lynch,I-ORG
COMEX,B-ORG
Salvador,B-LOC
Salvador,B-LOC
O Neill,B-PER
Huw,B-PER
Jones,I-PER
New,B-ORG
York,I-ORG
Commodities,I-ORG
U S ,B-LOC
CBSA,B-ORG
NEW,B-LOC
YORK,I-LOC
U S ,B-LOC
Copper,B-ORG
Brass,I-ORG
Servicenter,I-ORG
Association,I-ORG
CBSA,B-ORG
CBSA,B-ORG
New,B-ORG
York,I-ORG
Commodities,I-ORG
Harleysville,B-ORG
Group,I-ORG
HARLEYSVILLE,B-LOC
Pa,B-LOC
Chile,B-LOC
ENAP,B-ORG
Oriente,B-ORG
Escravos,B-ORG
NEW,B-LOC
YORK,I-LOC
Chile,B-LOC
Empresa,B-ORG
Nacional,I-ORG
del,I-ORG
Petroleo,I-ORG
ENAP,B-ORG
Oriente,B-ORG
Escravos,B-ORG
Ecuadorian,B-ORG
Oriente,I-ORG
Nigerian,B-MISC
Escravos,B-ORG
Oriente,B-ORG
Petroecuador,B-ORG
Escravos,B-ORG
Dated,B-MISC
Brent,I-MISC
ENAP,B-ORG
Jacqueline,B-PER
Wong,I-PER
New,B-ORG
York,I-ORG
Energy,I-ORG
Desk,I-ORG
Reuters,B-ORG
LONDON,B-LOC
Alexander,B-PER
III,I-PER
Scotland,B-LOC
Scotland,B-LOC
Ghibellines,B-MISC
Florence,B-LOC
Florentine,B-LOC
Guelfs,I-LOC
Monte,B-LOC
Aperto,I-LOC
Francois Rene,B-PER
Vicomte,I-PER
de,I-PER
Chateaubriand,I-PER
French,B-MISC
British,B-MISC
Rene,B-MISC
French,B-MISC
Memoires,B-MISC
d Outre,I-MISC
Tombe,I-MISC
Los,B-LOC
Angeles,I-LOC
Spanish,B-MISC
El,B-LOC
Pueblo,I-LOC
de,I-LOC
Nuestra,I-LOC
Senora,I-LOC
La,I-LOC
Reina,I-LOC
de,I-LOC
Los,I-LOC
Angeles,I-LOC
The,B-LOC
Town,I-LOC
Our,I-LOC
Lady,I-LOC
Queen,I-LOC
Angels,I-LOC
Anton,B-PER
Bruckner,I-PER
Austrian,B-MISC
France,B-LOC
Second,B-MISC
Empire,I-MISC
Napoleon,B-PER
III,I-PER
Franco Prussian,B-MISC
Skeleton,B-LOC
Canyon,I-LOC
Arizona,B-LOC
Geronimo,B-PER
Red,B-MISC
Indian,I-MISC
Nelson,B-PER
Miles,I-PER
French,B-MISC
Darius,B-PER
Milhaud,I-PER
La,B-MISC
Creation,I-MISC
du,I-MISC
Monde,I-MISC
Madame,B-MISC
Bovary,I-MISC
U S ,B-LOC
Max,B-PER
Delbruck,I-PER
Nobel,B-MISC
Prize,I-MISC
Edvard,B-PER
Grieg,I-PER
Norwegian,B-MISC
Peer,B-MISC
Gynt,I-MISC
Suite,I-MISC
Bergen,B-LOC
U S ,B-LOC
Edward,B-PER
Dmytryk,I-PER
Crossfire,B-MISC
Hollywood,B-LOC
Farewell,B-MISC
My,I-MISC
lovely,I-MISC
Boy,B-MISC
Scout,I-MISC
Rally,I-MISC
Crystal,B-ORG
Palace,I-ORG
London,B-LOC
Brussels,B-LOC
Antwerp,B-LOC
Belgium,B-LOC
British,B-MISC
Canadian,B-MISC
World,B-MISC
War,I-MISC
Two,I-MISC
Wilhelmina,B-PER
Netherlands,B-LOC
World,B-MISC
Wars,I-MISC
One,I-MISC
Two,B-MISC
Juliana,B-PER
Robert,B-PER
Schuman,I-PER
French,B-MISC
European,B-ORG
Coal,I-ORG
Steel,I-ORG
Community,I-ORG
Forth,B-LOC
Road,I-LOC
Bridge,I-LOC
Scotland,B-LOC
Albert,B-PER
Schweitzer,I-PER
Gabon,B-LOC
J S ,B-PER
Bach,I-PER
Nobel,B-MISC
Peace,I-MISC
Prize,I-MISC
Brotherhood,B-ORG
Nations,I-ORG
Olympic,B-MISC
Games,I-MISC
U S ,B-LOC
Mark,B-PER
Spitz,I-PER
Olympiad,B-MISC
East,B-LOC
Germany,I-LOC
United,B-LOC
States,I-LOC
E F ,B-PER
Fritz,I-PER
Schumacher,I-PER
Small,B-MISC
Beautiful,I-MISC
Switzerland,B-LOC
Georges,B-PER
Simenon,I-PER
Inspector,B-PER
Maigret,I-PER
Bulgaria,B-LOC
Communist,B-MISC
Todor,B-PER
Zhivkov,I-PER
Jerusalem,B-LOC
Israel,B-LOC
David,B-PER
Jewish,B-MISC
Fourth,B-MISC
World,I-MISC
Conference,I-MISC
Women,I-MISC
U N ,B-ORG
China,B-LOC
Great,B-LOC
Hall,I-LOC
People,I-LOC
U N ,B-ORG
UK,B-LOC
London,B-LOC
LONDON,B-LOC
British,B-MISC
London,B-LOC
Heathrow,B-LOC
Gatwick,B-LOC
Stansted,B-LOC
Department,B-ORG
Transport,I-ORG
Goschen,B-PER
Heathrow,B-LOC
Gatwick,B-LOC
London,B-ORG
Newsroom,I-ORG
Philippoussis,B-PER
Woodforde,B-PER
U S ,B-MISC
Open,I-MISC
NEW,B-LOC
YORK,I-LOC
Mark,B-PER
Philippoussis,I-PER
Australian,B-MISC
Mark,B-PER
Woodforde,I-PER
U S ,B-MISC
Open,I-MISC
Davis,B-MISC
Cup,I-MISC
Philippoussis,B-PER
Pete,B-PER
Sampras,I-PER
United,B-LOC
States,I-LOC
Australian,B-MISC
Open,I-MISC
Sydney,B-ORG
Newsroom,I-ORG
union England,B-MISC
Five,B-MISC
Nations,I-MISC
LONDON,B-LOC
England,B-LOC
Five,B-MISC
Nations,I-MISC
Rupert,B-PER
Murdoch,I-PER
Sky,B-ORG
Four,B-ORG
Nations,I-ORG
TV,I-ORG
Committee,I-ORG
Scotland,B-LOC
Wales,B-LOC
Ireland,B-LOC
France,B-LOC
Rugby,B-ORG
Football,I-ORG
Union,I-ORG
Five,B-MISC
Nations,I-MISC
England,B-LOC
Sky,B-ORG
England,B-LOC
British,B-ORG
Broadcasting,I-ORG
Corporation,I-ORG
France,B-LOC
Five,B-MISC
Nations,I-MISC
Tom,B-PER
Kiernan,I-PER
England,B-LOC
NZ,B-LOC
WELLINGTON,B-LOC
World,B-MISC
Cup,I-MISC
Sri,B-LOC
Lanka,I-LOC
New,B-LOC
Zealand,I-LOC
New,B-LOC
Zealand,I-LOC
Sri,B-MISC
Lankans,I-MISC
Hamilton,B-LOC
Wellington,B-LOC
Auckland,B-LOC
Christchurch,B-LOC
Dunedin,B-LOC
England,B-LOC
New,B-LOC
Zealand,I-LOC
Sri,B-LOC
Lanka,I-LOC
Pakistan,B-LOC
Sharjah,B-LOC
Pakistan,B-LOC
Burundi,B-LOC
African,B-MISC
Cup,I-MISC
CAIRO,B-LOC
African,B-LOC
Football,I-LOC
Confederation,I-LOC
CAF,B-ORG
Burundi,B-LOC
African,B-MISC
Nations,I-MISC
Cup,I-MISC
Central,B-LOC
African,I-LOC
Republic,I-LOC
Burundi,B-LOC
Bangui,B-LOC
Central,B-LOC
African,I-LOC
Republic,I-LOC
Guinea,B-LOC
Sierra,B-LOC
Leone,I-LOC
Tunisia,B-LOC
Burundi Central,B-MISC
Africa,I-MISC
Burundi,B-LOC
21st,B-MISC
African,I-MISC
Cup,I-MISC
Nations,I-MISC
CAF,B-ORG
India,B-LOC
Sri,B-LOC
Lanka,I-LOC
COLOMBO,B-LOC
India,B-LOC
Sri,B-LOC
Lanka,I-LOC
Singer,B-MISC
World,I-MISC
Series,I-MISC
Canada,B-LOC
Chinese,B-MISC
VANCOUVER,B-LOC
British,B-LOC
Columbia,I-LOC
Canada,B-LOC
Chinese,B-MISC
Hong,B-LOC
Kong,I-LOC
British,B-MISC
China,B-LOC
Vancouver,B-ORG
Sun,I-ORG
Garrett,B-PER
Lambert,I-PER
Canada,B-LOC
Hong,B-LOC
Kong,I-LOC
Lambert,B-PER
Canada,B-LOC
Ottawa,B-LOC
Chinese,B-MISC
Hong,B-LOC
Kong,I-LOC
Chinese,B-MISC
Britain,B-LOC
Hong,B-LOC
Kong,I-LOC
China,B-LOC
Canada,B-LOC
Lloyd,B-PER
Axworthy,I-PER
Hong,B-LOC
Kong,I-LOC
Chris,B-PER
Patten,I-PER
Canada,B-LOC
Hong,B-LOC
Kong,I-LOC
China,B-LOC
Chinese,B-MISC
Hong,B-LOC
Kong,I-LOC
Hong,B-LOC
Kong,I-LOC
Ivorian,B-MISC
ABIDJAN,B-LOC
Ivorian,B-MISC
Raphael,B-PER
Lapke,I-PER
Ivorian,B-MISC
Le,B-ORG
Populaire,I-ORG
Reuters,B-ORG
Ivorian,B-MISC
La,B-ORG
Voie,I-ORG
Henri,B-PER
Konan,I-PER
Bedie,I-PER
La,B-ORG
Voie,I-ORG
Bedie,B-PER
ASEC,B-ORG
Orlando,B-PER
Pirates,I-PER
South,B-LOC
Africa,I-LOC
African,B-MISC
Champions,I-MISC
Cup,I-MISC
United,B-LOC
States,I-LOC
Abidjan,B-LOC
Bedie,B-PER
La,B-ORG
Voie,I-ORG
Bedie,B-PER
Sierra,B-LOC
Leone,I-LOC
FREETOWN,B-LOC
Sierra,B-MISC
Leonean,I-MISC
Foindu,B-LOC
Eastern,B-ORG
Region,I-ORG
Brigade,I-ORG
Fallah,B-PER
Sewa,I-PER
Sewa,B-PER
Foindu,B-LOC
Mano,B-LOC
Junction,I-LOC
Tongo,B-LOC
Field,I-LOC
Freetown,B-LOC
Revolutionary,B-ORG
United,I-ORG
Front,I-ORG
Ivory,B-LOC
Coast,I-LOC
RUF,B-ORG
Sudan,B-LOC
NAIROBI,B-LOC
Roman,B-MISC
Catholic,I-MISC
Australian,B-MISC
Sudan,B-LOC
Catholic,B-MISC
Zambia,B-LOC
Chiluba,B-PER
LUSAKA,B-LOC
Frederick,B-PER
Chiluba,I-PER
Remmy,B-PER
Mushota,I-PER
Mushota,B-PER
Luminzu,B-PER
Shimaponda,I-PER
Peter,B-PER
Machungwa,I-PER
Shimaponda,B-PER
Guinea,B-LOC
CONAKRY,B-LOC
Guinea,B-LOC
Sidia,B-PER
Toure,I-PER
Ousmane,B-PER
Kaba,I-PER
Guinean,B-MISC
Kaba,B-PER
Guinean,B-MISC
Toure,B-PER
Guinea,B-LOC
West,B-MISC
African,I-MISC
Lansana,B-PER
Conte,I-PER
Toure,B-PER
Ivory,B-LOC
Coast,I-LOC
Guinean,B-MISC
Liberia,B-ORG
Council,I-ORG
MONROVIA,B-LOC
Ruth,B-PER
Perry,I-PER
Liberia,B-LOC
State,B-ORG
Council,I-ORG
Council,B-ORG
Perry,B-PER
Liberian,B-MISC
Senate,B-ORG
Monrovia,B-LOC
West,B-MISC
African,I-MISC
Nigeria,B-LOC
Abuja,B-LOC
State,B-ORG
Council,I-ORG
Charles,B-PER
Taylor,I-PER
Alhadji,B-PER
Kromah,I-PER
Liberia,B-LOC
Taylor,B-PER
Monrovia,B-LOC
West,B-MISC
African,I-MISC
American,B-MISC
Liberia,B-LOC
Nigeria,B-LOC
LAGOS,B-LOC
Nigerian,B-MISC
Constitutional,B-ORG
Rights,I-ORG
Project,I-ORG
CRP,B-ORG
William,B-PER
Istafanus,I-PER
Elisha,B-PER
Shamay,I-PER
O K ,B-PER
Likkason,I-PER
Jerome,B-PER
Egurugbe,I-PER
ASUU,B-ORG
Academic,B-ORG
Staff,I-ORG
Union,I-ORG
Universities,I-ORG
CRP,B-ORG
Tafawa,B-ORG
Balewa,I-ORG
University,I-ORG
ASUU,B-ORG
Nigeria,B-LOC
Nigeria,B-LOC
Western,B-MISC
Commonwealth,B-ORG
London,B-LOC
Nigeria,B-LOC
Nigeria,B-LOC
Britain,B-LOC
Dutroux,B-PER
Slovak,B-MISC
Peter,B-PER
Laca,I-PER
BRATISLAVA,B-LOC
Marc,B-PER
Dutroux,I-PER
Belgian,B-MISC
Slovak,B-MISC
Slovak,B-MISC
Interpol,B-ORG
Rudolf,B-PER
Gajdos,I-PER
Slovak,B-MISC
Interpol,B-ORG
Dutroux,B-PER
Slovak,B-MISC
Topolcany,B-LOC
Slovakia,B-LOC
Mark,B-PER
Dutroux,I-PER
Gajdos,B-PER
Slovak,B-MISC
Interpol,B-ORG
Belgian,B-MISC
Dutroux,B-PER
Slovakia,B-LOC
Czech,B-LOC
Republic,I-LOC
Gajdos,B-PER
Dutroux,B-PER
Dutroux,B-PER
Topolcany,B-LOC
Topolcany,B-LOC
Dutroux,B-PER
Slovakia,B-LOC
Gajdos,B-PER
Dutroux,B-PER
Julie,B-PER
Lejeune,I-PER
Melissa,B-PER
Russo,I-PER
Belgian,B-MISC
Charleroi,B-LOC
Belgian,B-MISC
Dutroux,B-PER
Slovak,B-MISC
Gajdos,B-PER
Slovak,B-MISC
Slovak,B-MISC
Belgium,B-LOC
Dutroux,B-PER
Belgium,B-LOC
Gajdos,B-PER
Belgium,B-LOC
Dutroux,B-PER
An,B-PER
Marchal,I-PER
Eefje,B-PER
Lambrecks,I-PER
Polish,B-MISC
WARSAW,B-LOC
Agnieszka,B-PER
Kotlarska,I-PER
Wroclaw,B-LOC
Poland,B-LOC
Polish,B-MISC
Kotlarska,B-PER
Kotlarska,B-PER
Miss,B-MISC
Poland,I-MISC
U S  based,B-MISC
Italian,B-MISC
Gianni,B-PER
Versace,I-PER
Vogue,B-ORG
Gazeta,B-ORG
Wyborcza,I-ORG
TWA,B-ORG
New,B-LOC
York,I-LOC
Jerzy,B-PER
L ,I-PER
Kotlarska,B-PER
Russian,B-MISC
MOSCOW,B-LOC
Russian,B-MISC
Western,B-MISC
Russian,B-MISC
Trading,I-MISC
System,I-MISC
Western,B-MISC
Nick,B-PER
Mokhoff,I-PER
Alliance Menatep,B-ORG
Alexander,B-PER
Babayan,I-PER
CentrInvest,B-ORG
Securities,I-ORG
UES,B-ORG
ADRs,B-MISC
Mokhoff,B-PER
UES,B-ORG
U S ,B-ORG
Securities,I-ORG
Exchange,I-ORG
Commission,I-ORG
ADRs,B-MISC
UES,B-ORG
Gazprom,B-ORG
Mokhoff,B-PER
Gazprom,B-ORG
ADRs,B-MISC
Russian,B-MISC
ADRs,B-MISC
Western,B-MISC
ADRs,B-MISC
Russia,B-LOC
Russian,B-MISC
Mokhoff,B-PER
Gazprom,B-ORG
Mosenergo,B-ORG
Rostelekom,B-ORG
LUKoil,B-ORG
Julie,B-PER
Tolkacheva,I-PER
Moscow,B-ORG
Newsroom,I-ORG
Albania,B-LOC
Greece,B-LOC
TIRANA,B-LOC
Albania,B-LOC
Greece,B-LOC
Albanian,B-MISC
Tritan,B-PER
Shehu,I-PER
Albanian,B-MISC
Koha,B-ORG
Jone,I-ORG
Greece,B-LOC
Albanians,B-MISC
Foreign,B-ORG
Ministry,I-ORG
Greek,B-MISC
Albanian,B-MISC
Greece,B-LOC
Shehu,B-PER
Reuters,B-ORG
Athens,B-LOC
Tirana,B-LOC
Albanian,B-MISC
Balkan,B-LOC
Bulgarians,B-MISC
SOFIA,B-LOC
Bulgaria,B-LOC
Agriculture,B-ORG
Ministry,I-ORG
Southeastern,B-LOC
Bulgaria,I-LOC
Soviet style,B-MISC
Sofia,B-ORG
Newsroom,I-ORG
German,B-MISC
Yeltsin,B-PER
Interfax,B-ORG
MOSCOW,B-LOC
German,B-MISC
Helmut,B-PER
Kohl,I-PER
Boris,B-PER
Yeltsin,I-PER
Moscow,B-LOC
Yeltsin,B-PER
Moscow,B-LOC
Interfax,B-ORG
Interfax,B-ORG
Yeltsin,B-PER
Sergei,B-PER
Yastrzhembsky,I-PER
Yeltsin,B-PER
Kohl,B-PER
Yeltsin,B-PER
Kohl,B-PER
Russia,B-LOC
Chechnya,B-LOC
Interfax,B-ORG
Yeltsin,B-PER
Moscow,B-LOC
Germany,B-LOC
Russia,B-LOC
Chechnya,B-LOC
Bosnians,B-MISC
Duncan,B-PER
Shiels,I-PER
NAGYATAD,B-LOC
Hungary,B-LOC
Bosnian,B-MISC
Hungary,B-LOC
Nagyatad,B-LOC
Lajos,B-PER
Horvath,I-PER
Reuters,B-ORG
Bosnian,B-MISC
Bosnians,B-MISC
Organisation,B-ORG
Security,I-ORG
Cooperation,I-ORG
Europe,I-ORG
Hungarian,B-MISC
Moslem,B-MISC
Hungary,B-LOC
Nagyatad,B-LOC
OSCE,B-ORG
Bosnian Croat,B-LOC
Federation,I-LOC
Moslems,B-MISC
Serb controlled,B-MISC
Republika,B-LOC
Srbska,I-LOC
Serbs,B-MISC
Dayton,B-LOC
Bosnians,B-MISC
Adem,B-PER
Hodzic,I-PER
Reuters,B-ORG
Bosnian,B-MISC
Moslems,I-MISC
House,B-ORG
Representatives,I-ORG
Bosnia Hercegovina,B-LOC
Moslem Croat,B-LOC
Federation,I-LOC
Republika,B-LOC
Srbska,I-LOC
Hungary,B-LOC
OSCE,B-ORG
Husein,B-PER
Micijevic,I-PER
Hungarian,B-MISC
Mandolina,B-PER
Zelic,I-PER
Bosnian,B-MISC
Croat,I-MISC
Nagyatad,B-LOC
Reuters,B-ORG
Maria,B-PER
Szabo,I-PER
Hungarian,B-MISC
OSCE,B-ORG
Reuters,B-ORG
OSCE,B-ORG
Estonia,B-LOC
TALLINN,B-LOC
Estonia,B-LOC
Baltic,B-MISC
Lennart,B-PER
Meri,I-PER
Arnold,B-PER
Ruutel,I-PER
Meri,B-PER
Soviet,B-MISC
Reuters,B-ORG
Toomas,B-PER
Savi,I-PER
Meri,B-PER
Ruutel,B-PER
Lebed,B-PER
Chechnya,B-LOC
Polish,B-MISC
WARSAW,B-LOC
Russian,B-MISC
Aleksander,B-PER
Lebed,I-PER
Chechnya,B-LOC
Polish,B-MISC
Dariusz,B-PER
Rosati,I-PER
Gazeta,B-ORG
Wyborcza,I-ORG
Rosati,B-PER
Polish,B-MISC
Lebed,B-PER
Chechnya,B-LOC
Rosati,B-PER
Lebed,B-PER
Yeltsin,B-PER
Lebed,B-PER
Russia,B-LOC
Moscow,B-LOC
Chechnya,B-LOC
Russian,B-MISC
Boris,B-PER
Yeltsin,I-PER
Gazeta,B-ORG
Wyborcza,I-ORG
Rosati,B-PER
Yeltsin,B-PER
Russia,B-LOC
Rosati,B-PER
Russia,B-LOC
Yeltsin,B-PER
Russian,B-MISC
Russia,B-LOC
Russian,B-MISC
Moscow,B-LOC
Rosati,B-PER
NATO,B-ORG
Poland,B-LOC
Western,B-MISC
Russian,B-MISC
Yevgeny,B-PER
Primakov,I-PER
Soviet era,B-MISC
Romania,B-LOC
BUCHAREST,B-LOC
Romania,B-LOC
Romania,B-LOC
Bucharest,B-ORG
Newsroom,I-ORG
Costa,B-LOC
Rica,I-LOC
Dutch,B-MISC
Nicaraguans,B-MISC
SAN,B-LOC
JOSE,I-LOC
Costa,B-LOC
Rica,I-LOC
Costa,B-MISC
Rican,I-MISC
Dutch,B-MISC
Costa,B-LOC
Rica,I-LOC
Nicaraguan,B-MISC
Nicaraguan,B-MISC
Bernardo,B-PER
Arce,I-PER
German,B-MISC
Swiss,B-MISC
Costa,B-LOC
Rica,I-LOC
Nicaraguan,B-MISC
Nicaraguan,B-MISC
Costa,B-LOC
Rica,I-LOC
Nicaraguan,B-MISC
Arce,B-PER
Hurte,B-PER
Sierd,I-PER
Zylstra,I-PER
Jetsi,B-PER
Hendrika,I-PER
Coers,I-PER
Dutch,B-MISC
Ebe,B-PER
Huizinga,I-PER
Costa,B-LOC
Rica,I-LOC
Colombian,B-MISC
BOGOTA,B-LOC
Colombia,B-LOC
Ernesto,B-PER
Samper,I-PER
Colombia,B-LOC
Adolfo,B-PER
Salamanca,B-LOC
Samper,B-PER
Liberal,B-ORG
Party,I-ORG
U S ,B-LOC
Myles,B-PER
Frechette,I-PER
Clinton,B-PER
Colombia,B-LOC
U S ,B-LOC
Samper,B-PER
Colombian,B-MISC
American,B-MISC
Salamanca,B-LOC
Colombia,B-LOC
Samper,B-PER
Costa,B-LOC
Rica,I-LOC
Hashimoto,B-PER
SAN,B-LOC
JOSE,I-LOC
Costa,B-LOC
Rica,I-LOC
Richter,B-PER
Costa,B-LOC
Rica,I-LOC
Japanese,B-MISC
Ryutaro,B-PER
Hashimoto,I-PER
GMT,B-MISC
Quepos,B-LOC
San,B-LOC
Jose,I-LOC
Costa,B-ORG
Rican,I-ORG
Volcanic,I-ORG
Seismologicial,I-ORG
Observatory,I-ORG
Juan,B-LOC
Santamaria,I-LOC
Hashimoto,B-PER
Latin,B-MISC
American,I-MISC
Hashimoto,B-PER
GMT,B-MISC
Brazil,B-LOC
CVRD,B-ORG
BRASILIA,B-LOC
Brazilian,B-MISC
Senate,B-ORG
Vale,B-ORG
Rio,I-ORG
Doce,I-ORG
Senate,B-ORG
CVRD,B-ORG
Sen,B-LOC
Jose,B-PER
Eduardo,I-PER
Dutra,I-PER
Senate,B-ORG
Dutra,B-PER
Vale,B-ORG
William,B-PER
Schomberg,I-PER
Brasilia,B-LOC
RTRS,B-ORG
Arthur,B-ORG
Yates,I-ORG
A ,B-MISC
SYDNEY,B-LOC
A ,B-MISC
Arthur,B-ORG
Yates,I-ORG
Co,I-ORG
Sydney,B-LOC
Briton,B-MISC
Thailand,B-LOC
BANGKOK,B-LOC
Thai,B-MISC
British,B-MISC
Amsterdam,B-LOC
James,B-PER
Lee,I-PER
Williams,I-PER
Bangkok,B-LOC
Williams,B-PER
Williams,B-PER
PLO,B-ORG
Council,I-ORG
Israel,B-LOC
RAMALLAH,B-LOC
West,B-LOC
Bank,I-LOC
Palestinian,B-ORG
Legislative,I-ORG
Council,I-ORG
Israel,B-LOC
Yasser,B-PER
Arafat,I-PER
Jewish,B-MISC
Palestinians,B-MISC
Israeli,B-MISC
Palestinian,B-MISC
Yasser,B-PER
Arafat,I-PER
Ramallah,B-LOC
Israel,B-LOC
Jewish,B-MISC
Jerusalem,B-LOC
Benjamin,B-PER
Netanyahu,I-PER
Arafat,B-PER
Israel,B-LOC
Palestinian,B-MISC
West,B-LOC
Bank,I-LOC
Gaza,B-LOC
Israeli,B-MISC
Palestinian,B-MISC
Arafat,B-PER
Ahmed,B-PER
Korei,I-PER
Israeli,B-MISC
Israeli PLO,B-MISC
Iraqi,B-MISC
Kurd,I-MISC
ANKARA,B-LOC
Iraqi,B-MISC
Kurdish,I-MISC
U S  brokered,B-MISC
Patriotic,B-ORG
Union,I-ORG
Kurdistan,I-ORG
PUK,B-ORG
KDP,B-ORG
Kurdistan,B-ORG
Democratic,I-ORG
Party,I-ORG
PUK,B-ORG
PUK,B-ORG
U S ,B-LOC
Near,B-LOC
East,I-LOC
Robert,B-PER
Pelletreau,I-PER
PUK,B-ORG
Jalal,B-PER
Talabani,I-PER
KDP,B-ORG
Massoud,B-PER
Barzani,I-PER
Pelletreau,B-PER
PUK,B-ORG
Talabani,B-PER
London,B-LOC
PUK KDP,B-MISC
PUK,B-ORG
KDP,B-ORG
Kurd,B-MISC
Iraqi,B-MISC
ANKARA,B-LOC
Iraqi,B-MISC
Kurdish,I-MISC
Iraq,B-LOC
Kurdish,B-MISC
U S  led,B-MISC
Baghdad,B-LOC
Iraqi,B-MISC
Kurdish,B-MISC
Kurdish,B-MISC
Patriotic,B-ORG
Union,I-ORG
Kurdistan,I-ORG
PUK,B-ORG
PUK,B-ORG
Iraqi,B-MISC
Kurdish,B-MISC
Saddam,B-PER
Hussein,I-PER
PUK,B-ORG
Kurdistan,B-ORG
Democratic,I-ORG
Party,I-ORG
KDP,B-ORG
PUK,B-ORG
KDP,B-ORG
PUK,B-ORG
Iran,B-LOC
Iraqi,B-MISC
Kurdish,I-MISC
U S  brokered,B-MISC
PUK,B-ORG
United,B-ORG
Nations,I-ORG
Iraqi,B-MISC
U S ,B-LOC
French,B-MISC
British,B-MISC
Iraqi,B-MISC
Kurdish,I-MISC
Baghdad,B-LOC
Gulf,B-MISC
War,I-MISC
Operation,B-MISC
Provide,I-MISC
Comfort,I-MISC
Turkey,B-LOC
Iraq,B-LOC
BAGHDAD,B-LOC
Iraq,B-LOC
Sudanese,B-MISC
Iraqi,B-MISC
Iraqis,B-MISC
Iraqi,B-ORG
News,I-ORG
Agency,I-ORG
INA,B-ORG
Iraq,B-LOC
Khartoum,B-LOC
Iraq,B-LOC
Sudanese,B-MISC
Iraq,B-LOC
Khartoum,B-LOC
Iraqis,B-MISC
INA,B-ORG
Abdulsamad,B-PER
Hameed,I-PER
Ali,I-PER
INA,B-ORG
Sudan,B-ORG
Airways,I-ORG
Airbus,B-MISC
INA,B-ORG
Iraqis,B-MISC
Khartoum,B-LOC
Amman,B-LOC
London,B-LOC
Larnaca,B-LOC
Cyprus,B-LOC
London,B-LOC
Stansted,B-LOC
Iraqi,B-MISC
British,B-MISC
Dole,B-PER
Clinton,B-PER
Judith,B-PER
Crosson,I-PER
VENTURA,B-LOC
Calif ,B-LOC
Republican,B-MISC
Bob,B-PER
Dole,I-PER
Clinton,B-PER
National,B-ORG
Guard,I-ORG
United,B-LOC
States,I-LOC
Dole,B-PER
Dole,B-PER
Dole,B-PER
Nancy,B-PER
Reagan,I-PER
Dole,B-PER
Los,B-LOC
Angeles,I-LOC
Dole,B-PER
Jack,B-PER
Kemp,I-PER
Los,B-LOC
Angeles,I-LOC
Kemp,B-PER
African,B-MISC
Americans,I-MISC
Los,B-LOC
Angeles,I-LOC
Dole,B-PER
United,B-LOC
States,I-LOC
American,B-MISC
America,B-LOC
Dole,B-PER
United,B-LOC
States,I-LOC
Mexico,B-LOC
Dole,B-PER
Dole,B-PER
Dole,B-PER
Dole,B-PER
California,B-MISC
Proposition,I-MISC
Dole,B-PER
Dole,B-PER
Democratic,B-MISC
Republican,B-MISC
Dole,B-PER
Chicago,B-LOC
Bill,B-PER
Clinton,I-PER
Dole,B-PER
California,B-LOC
Republican,B-MISC
Pete,B-PER
Wilson,I-PER
Ronald,B-PER
Reagan,I-PER
George,B-PER
Bush,I-PER
White,B-LOC
House,I-LOC
Wilson,B-PER
BALANCE Water,B-MISC
Dist,I-MISC
Johnson,B-LOC
Cty,I-LOC
Kan,B-LOC
WATER,B-MISC
DISTRICT,I-MISC
JOHNSON,B-ORG
CO,I-ORG
KS,B-LOC
MOODY,B-ORG
 S,I-ORG
S P,B-ORG
A G ,B-ORG
Edwards,I-ORG
Sons,I-ORG
Inc,I-ORG
U S ,B-ORG
Municipal,I-ORG
Desk,I-ORG
CME,B-ORG
CHICAGO,B-LOC
CME,B-ORG
Edouard,B-MISC
Jerry,B-PER
Bieszk,I-PER
U S ,B-LOC
Greg,B-PER
Frost,I-PER
KANSAS,B-LOC
CITY,I-LOC
Mo,B-LOC
U S ,B-LOC
High,B-LOC
Plains,I-LOC
Texas,B-LOC
Kansas,B-LOC
Kim,B-PER
Anderson,I-PER
Oklahoma,B-ORG
State,I-ORG
University,I-ORG
High,B-LOC
Plains,I-LOC
Dust,B-MISC
Bowl,I-MISC
Mark,B-PER
Hodges,I-PER
Oklahoma,B-ORG
Wheat,I-ORG
Commission,I-ORG
Oklahoma,B-MISC
Climatological,I-MISC
Survey,I-MISC
Howard,B-PER
Johnson,I-PER
University,B-ORG
Oklahoma,I-ORG
Texas,B-LOC
Oklahoma,B-LOC
Rodney,B-PER
Mosier,I-PER
Texas,B-ORG
Wheat,I-ORG
Producers,I-ORG
Texas,B-LOC
Panhandle,I-LOC
Mosier,B-PER
Texas,B-LOC
Dolly,B-MISC
Kansas,B-LOC
U S ,B-LOC
Kansas,B-LOC
Oklahoma,B-LOC
Agricultural,B-ORG
Statistics,I-ORG
Service,I-ORG
Texas,B-ORG
Agricultural,I-ORG
Statistics,I-ORG
Service,I-ORG
Greg,B-PER
Frost,I-PER
First,B-ORG
Union,I-ORG
National,I-ORG
Bank,I-ORG
Fla ,I-ORG
JACKSONVILLE,B-LOC
Fla ,B-LOC
First,B-ORG
Union,I-ORG
National,I-ORG
Bank,I-ORG
Florida,I-ORG
CPI,B-MISC
First,B-ORG
Union,I-ORG
